Date/Heure;Utilisateur;Retrait;Dépôt;Encaissement;Crédit client;Ecart;Total;Commentaires
2026-08-20 16:20:34;Ange Ines;0.00;0.00;6000.00;;0.00;58000.00;
2026-08-15 19:08:45;Ange Ines;0.00;0.00;7000.00;;0.00;52000.00;
2026-08-08 14:22:52;Ange Ines;0.00;0.00;17500.00;;0.00;45000.00;
