Date/Heure;Utilisateur;Retrait;Dépôt;Encaissement;Crédit client;Ecart;Total;Commentaires
2026-09-09 12:41:47;Ange Ines;0.00;0.00;10500.00;;0.00;81500.00;
2026-09-09 12:41:10;Ange Ines;0.00;13000.00;0.00;0;0.00;0.00;commande shein annuler 
